Barcode	Pre-OCV	Pre-CCV	Post-OCV	Post-CCV	Outlier
455150	1.809	1.805	1.809	1.806	OK
455154	1.809	1.806	1.812	1.808	OK
455153	1.818	1.813	1.812	1.809	OK
455152	1.813	1.809	1.817	1.813	OK
455151	1.812	1.808	1.802 *	1.799 *	OL OL
449450	1.691 *	1.689 *			OK
460324	1.707 *	1.705 *			OK
455488	1.797	1.794			OK
